ppm,time
998.1697063,986
997.7659649,987
997.3622234,988
996.9584819,989
996.5547404,990
996.150999,991
995.7472575,992
995.343516,993
994.9397745,994
994.5360331,995
994.1322934,996
993.728552,997
993.3248105,998
992.921069,999
992.5173275,1000
992.1135861,1001
991.7098446,1002
991.4272257,1003
991.1446067,1004
990.8619878,1005
990.5793689,1006
990.2967499,1007
990.014131,1008
989.731512,1009
989.4488931,1010
989.1662742,1011
988.8836552,1012
988.6010362,1013
988.3184174,1014
988.0357984,1015
987.7531794,1016
987.4705607,1017
987.1879416,1018
986.9053226,1019
986.6227039,1020
986.3400848,1021
986.0574658,1022
985.7748468,1023
985.4922277,1024
985.2096093,1025
984.9269903,1026
984.6443713,1027
984.3617522,1028
984.0791332,1029
983.7965141,1030
983.5138958,1031
983.2312767,1032
982.9486577,1033
982.6660386,1034
982.3834196,1035
982.1008006,1036
981.8181815,1037
981.5355631,1038
981.2529441,1039
980.9703251,1040
980.687706,1041
980.405087,1042
980.122468,1043
979.8398489,1044
979.5572299,1045
979.2746108,1046
978.9919931,1047
978.7093741,1048
978.426755,1049
978.144136,1050
977.861517,1051
977.5788979,1052
977.2962789,1053
977.0136598,1054
976.7310408,1055
976.4484218,1056
976.1658027,1057
975.8831837,1058
975.6005647,1059
975.3179469,1060
975.0353279,1061
974.7527088,1062
974.4700898,1063
974.1874708,1064
973.9048517,1065
973.6222327,1066
973.3396137,1067
973.0569946,1068
972.7743756,1069
972.4917565,1070
972.2091375,1071
971.9265185,1072
971.6439007,1073
971.3612817,1074
971.0786626,1075
970.7960436,1076
970.5134246,1077
970.2308055,1078
969.9481865,1079
970.2308054,1080
970.5134244,1081
970.7960433,1082
971.0786622,1083
971.3612812,1084
971.6439001,1085
971.9265191,1086
972.209138,1087
972.4917569,1088
972.7743759,1089
973.0569949,1090
973.3396137,1091
973.6222327,1092
973.9048517,1093
974.1874704,1094
974.4700895,1095
974.7527085,1096
975.0353272,1097
975.3179463,1098
975.6005653,1099
975.8831843,1100
976.1658034,1101
976.4484218,1102
976.7310408,1103
977.0136598,1104
977.2962789,1105
977.5788979,1106
977.861517,1107
978.1441353,1108
978.4267544,1109
978.7093734,1110
978.9919925,1111
979.2746115,1112
979.5572305,1113
979.8398496,1114
980.122468,1115
980.405087,1116
980.687706,1117
980.9703251,1118
981.2529441,1119
981.5355631,1120
981.8181822,1121
982.1008012,1122
982.3834203,1123
982.666038,1124
982.948657,1125
983.2312761,1126
983.5138951,1127
983.7965141,1128
984.0791332,1129
984.3617522,1130
984.6443713,1131
984.9269903,1132
985.2096093,1133
985.4922284,1134
985.7748474,1135
986.0574664,1136
986.3400842,1137
986.6227032,1138
986.9053223,1139
987.1879413,1140
987.4705603,1141
987.7531794,1142
988.0357984,1143
988.3184174,1144
988.6010365,1145
988.8836555,1146
989.1662746,1147
989.4488936,1148
989.7315126,1149
990.0141304,1150
990.2967494,1151
990.5793685,1152
990.8619875,1153
991.1446065,1154
991.4272256,1155
991.7098446,1156
991.5887222,1157
991.4675998,1158
991.3464774,1159
991.225355,1160
991.1042326,1161
990.9831102,1162
990.8619878,1163
990.7408654,1164
990.619743,1165
990.4986206,1166
990.3774981,1167
990.2563758,1168
990.1352534,1169
990.0141309,1170
989.8930086,1171
989.7718862,1172
989.6507637,1173
989.5296414,1174
989.408519,1175
989.2873965,1176
989.1662741,1177
989.0451517,1178
988.9240295,1179
988.802907,1180
988.6817846,1181
988.5606622,1182
988.4395397,1183
988.3184173,1184
988.1972951,1185
988.0761727,1186
987.9550502,1187
987.8339278,1188
987.7128053,1189
987.5916829,1190
987.4705604,1191
987.3494383,1192
987.2283158,1193
987.1071934,1194
986.9860709,1195
986.8649485,1196
986.743826,1197
986.6227036,1198
986.5015811,1199
986.3804587,1200
986.2593368,1201
986.1382144,1202
986.0170919,1203
985.8959695,1204
985.774847,1205
985.6537246,1206
985.5326021,1207
985.4114797,1208
985.2903573,1209
985.1692348,1210
985.0481124,1211
984.9269899,1212
984.8058675,1213
984.6847456,1214
984.5636231,1215
984.4425007,1216
984.3213783,1217
984.2002558,1218
984.0791334,1219
983.9580109,1220
983.8368885,1221
983.715766,1222
983.5946436,1223
983.4735211,1224
983.3523987,1225
983.2312763,1226
983.1101544,1227
982.9890319,1228
982.8679095,1229
